set_id,arm,seed,model,garment,identity,scene,clean,hands,realism,note,seconds,tokens_in,tokens_out
dualuse_queen_latifah_gown_stage+dualuse_lp_floral_kimono_set,VEi,46,gpt-5.5,3,5,5,4,4,4,"Main blue floral fabric and wide sleeves are captured, but several reference pieces/details are missing or altered, including the hat, bag, pants/sandals visibility, and exact cut. Person identity, pose, and stage background are well preserved. Some odd seams/hem shapes and minor hand/texture issues reduce cleanliness and realism slightly.",8.27,1671,487
dualuse_scarlett_johansson_black_dress_backview_night+g013,VEi,46,gpt-5.5,3,5,5,4,4,4,"Pattern and colors are close to the reference, but the generated dress has an incorrect open/low back and altered fit/cut. Identity, pose, and background are well preserved; minor texture/seam artifacts only.",5.47,1671,316
dualuse_scarlett_johansson_black_dress_backview_night+dualuse_lp_navy_quarterzip_knit_LOWRES,VEi,46,gpt-5.5,3,4,4,4,3,4,"Reference outfit is partially transferred: navy knit top, gray trousers, and brown bag are present, but the sweater details/zip and underlayer are not clear, trousers are altered, and shoes are wrong. Identity and background are mostly preserved; image is generally clean and realistic, with the visible hand somewhat unclear.",7.84,1613,377
dualuse_scarlett_johansson_black_dress_backview_night+dualuse_woman_top_denim_skirt_nonceleb,VEi,46,gpt-5.5,4,4,5,4,4,4,"Generated outfit matches the reference concept of a black tank with a blue frayed denim mini skirt, but the skirt shade/details are not exact. Identity, pose, and background are largely preserved with minor body/texture smoothing and small seam/fray artifacts.",6.93,1555,403
g004+g005,VEi,46,gpt-5.5,2,4,5,3,4,3,"Reference athletic shirt/shorts are only partially transferred; original trousers and bag remain, shorts are incorrectly layered over pants. Identity and pose/background are mostly preserved, but clothing seams/layers look artificial.",5.77,1845,323
dualuse_zendaya_white_blazer_skirt+dualuse_navy_peacoat_onmodel,VEi,46,gpt-5.5,4,5,4,4,4,4,"Reference outfit is mostly captured with navy double-breasted coat, jeans, cuffed hems and black boots, but the gray turtleneck is largely missing and details/cut are not exact. Identity, hair and background are well preserved; minor pose/leg changes and slight AI smoothness remain.",6.61,1786,372
g004+g013,VEi,46,gpt-5.5,4,5,4,3,4,4,"Dress closely matches the reference print, colors and tiered maxi cut, though not perfectly exact in sleeve/ruffle details and proportions. Person identity and studio setup are largely preserved. Some artifacts appear around the feet/sandals, hem, and fabric texture; hands are mostly acceptable.",6.67,1845,421
dualuse_woman_top_denim_skirt_nonceleb+dualuse_lp_plaid_overcoat_brown_suit,VEi,46,gpt-5.5,3,4,4,3,2,4,"Outfit captures the general plaid overcoat and brown suit look, but is not exact and omits the hat and several reference details. Person and background are mostly preserved, but hands are distorted/obscured and some garment integration looks AI-generated.",6.82,1671,373
dualuse_zendaya_white_blazer_skirt+dualuse_lp_beige_long_coat_menswear,VEi,46,gpt-5.5,4,4,4,4,4,4,"Outfit broadly matches the reference with long taupe coat, dark buttoned layer, pants, socks and black shoes, but color/cut and footwear are not exact. Person and background are well preserved, with minor AI smoothing and slight hand/texture imperfections.",7.08,1555,413
dualuse_woman_top_denim_skirt_nonceleb+dualuse_zendaya_white_blazer_skirt,VEi,46,gpt-5.5,2,4,5,3,5,3,"White cropped blazer is partially matched, but the reference long wrap skirt is incorrectly generated as a short skirt with odd pant-leg elements. Identity and background/pose are well preserved. Lower garment and feet have noticeable artifacts; hands are not visible.",7.11,1555,429
dualuse_woman_top_denim_skirt_nonceleb+g014,VEi,46,gpt-5.5,4,4,4,4,5,4,"Blue midi dress is close in color and overall cut, but bodice/strap details and fabric shaping are not exact. Person and background are mostly preserved, though footwear/body proportions change slightly. Image is fairly clean and realistic; hands are not visible.",7.22,1671,436
g004+p001,VEi,46,gpt-5.5,2,5,5,4,4,4,"Black oversized short-sleeve top is close to the reference, but the light blue jeans are not transferred and original olive trousers remain. Identity, pose, and background are well preserved; minor texture/seam oddities around the shirt and bag area.",4.15,1729,266
dualuse_zendaya_white_blazer_skirt+g015,VEi,46,gpt-5.5,4,5,5,4,4,4,"Reference slip dress is mostly matched in color, straps, length and neckline, though the output is more fitted and less satin-like. Identity, hair, pose and background are well preserved. Minor smoothing/texture issues and slight hand/foot imperfections.",10.37,1671,361
g005+g009,VEi,46,gpt-5.5,2,4,4,2,4,3,"Sweater and bag resemble the reference, but the trousers are badly mismatched with shorts/logo remnants and one distorted pant leg; identity and studio scene are mostly preserved, with visible lower-body artifacts.",5.67,1874,313
g009+g015,VEi,46,gpt-5.5,2,4,5,4,4,4,"Color and straps are close, but the reference is a long slip dress while the output became a wide-leg jumpsuit/pant shape and retains the original bag. Identity, pose, and background are mostly preserved with minor hand/edge artifacts.",5.58,1845,289
g005+g014,VEi,46,gpt-5.5,3,5,5,3,4,4,"Blue slip-dress shape and straps are approximated, but length/drape differ and original shorts branding/artifact remains on the garment. Person identity, pose, and plain background are largely preserved; hands look mostly correct, with minor artifacting.",6.66,1903,364
g005+p002,VEi,46,gpt-5.5,1,5,5,4,4,4,"Generated output preserves the original model and studio pose/background, but it does not match the reference garment, which is a plain black outfit with long black pants; instead it keeps the original Under Armour shirt and gray shorts. Image is mostly clean and realistic with only minor hand/texture concerns.",6.57,1787,347
g009+p003,VEi,46,gpt-5.5,2,3,4,3,4,4,"Garment color and sleeveless top are similar, but the reference is a gathered burgundy dress while the output becomes a wide-leg jumpsuit/pants-like garment with different neckline and hem. Face and hair resemble image 1, but body shape is substantially changed. Studio background and general pose are mostly preserved. Some fabric/leg structure artifacts and slight AI smoothing are visible; hands are mostly acceptable.",8.52,1758,553
g009+g011,VEi,46,gpt-5.5,2,4,3,2,4,3,"Black color and sleeveless neckline are similar, but the reference is a fitted midi dress while the result becomes a cropped pants/jumpsuit shape with leftover original pants/shoe and sleeve/bag artifacts. Face and hair are mostly preserved; background is unchanged but lower pose/feet are altered.",8.77,1845,484
g011+g012,VEi,46,gpt-5.5,4,4,5,4,4,4,"Reference dress is closely matched in color, floral print, V-neck, cap sleeves, fitted bodice and gathered skirt, with minor differences in fit/neckline and pattern placement. Identity and scene are mostly preserved. Some slight AI smoothing and mildly simplified hands/textures.",7.21,1903,442
g011+p004,VEi,46,gpt-5.5,4,5,5,4,4,4,"Reference light blue henley T-shirt is mostly matched, but fit/details/wrinkles are simplified. Person, pose, and studio background are preserved; minor texture/smoothing artifacts and slightly imperfect hands.",5.2,1787,314
g011+g018,VEi,46,gpt-5.5,2,5,5,4,4,4,"Output adds a black blazer and white top but the blazer cut/details differ from the reference: structured lapels, button, flap pockets, and fitted silhouette instead of the loose open-front collarless jacket with trousers. Identity, pose, and background are largely preserved; minor texture/hand softness but overall realistic.",7.17,1903,309
g012+g013,VEi,46,gpt-5.5,4,4,5,4,4,4,"The generated dress closely matches the reference in overall cut, colors, sleeves, waist, and tiered patterned layout, though the print placement/details are not exact. Identity, pose, and studio background are largely preserved. Minor texture/print softness and slight hand/finger ambiguity keep it from flawless.",7.21,1903,439
g012+p005,VEi,46,gpt-5.5,2,4,4,4,4,4,"Top loosely resembles the reference wrap sequin crop top, but color/texture differ and the black jeans are replaced by a blue skirt. Original model identity and studio pose/background are mostly preserved, with minor AI texture issues.",7.91,1787,481
g013+g014,VEi,46,gpt-5.5,2,5,5,4,4,4,"The result only applies the blue spaghetti-strap bodice from the reference; the skirt remains the original floral patterned garment instead of the solid blue slip dress. Identity, pose, and plain background are largely preserved. Minor composite/seam issues, but anatomy and realism are mostly acceptable.",5.73,1903,361
g012+g024,VEi,46,gpt-5.5,3,4,3,4,4,4,"Reference outfit is mostly captured in sweater and blue skirt, but shoes/accessories are wrong and cut/drape differ. Identity and studio background are mostly preserved, though pose/legs shift. Overall clean and fairly realistic with minor hand/texture issues.",8.49,2018,530
g013+p006,VEi,46,gpt-5.5,2,1,1,4,4,4,"Generated result keeps only the lower floral skirt-like portion of the reference; the dress bodice/sleeves are replaced by a black graphic T-shirt. It does not preserve the original person's identity or street scene, instead showing the reference model on a white background. Image is mostly clean and realistic with minor hand/texture issues.",4.79,1787,316
g014+g029,VEi,46,gpt-5.5,2,4,4,3,4,3,"Blazer and white top resemble the reference, but the black pants/belt are replaced by a matching houndstooth skirt and the cut/details differ. Identity and studio scene are mostly preserved. Some pattern warping and waist/seam artifacts reduce cleanliness and realism; visible hand is mostly acceptable.",5.0,1845,308
g013+g027,VEi,46,gpt-5.5,3,4,4,4,4,4,"The Ramones T-shirt is mostly present but the fit/length and graphic are not exact, and it is combined with the original floral dress as a skirt. Identity and background are mostly preserved, though a tattoo from the reference appears and the garment seam/composite looks slightly unnatural.",8.26,1730,607
g014+g015,VEi,46,gpt-5.5,3,5,5,4,5,4,"Garment is close in overall slip-dress shape and dark color, but it lacks the reference satin sheen/drape and appears shorter and more matte. Identity, pose, and background are well preserved. Minor artifacting around the hidden left hand/side seam, otherwise realistic.",7.24,1903,299
g018+p001,VEi,46,gpt-5.5,4,5,4,4,4,4,"Reference black oversized T-shirt is well matched, and light blue jeans are present, though lower jean details/cut are not fully preserved or visible. Identity, hair, pose, and plain studio background are mostly maintained. Minor hand/finger and texture imperfections, but overall realistic.",6.02,1787,401
g018+g024,VEi,46,gpt-5.5,4,5,4,4,4,4,"Reference outfit is mostly matched in sweater color/stripes and blue pleated skirt, though skirt length/shape differs and shoes are not visible. Identity and background are well preserved; pose is mostly unchanged. Minor hand and fabric/pleat artifacts but overall realistic.",6.86,2018,391
g015+g018,VEi,46,gpt-5.5,2,4,4,4,4,4,"Generated outfit captures a black blazer over a white top, but the blazer cut/details differ from the reference and the black trousers are replaced by a long skirt/dress. Identity, pose, and white studio background are mostly preserved; image is fairly clean and realistic with acceptable hands.",7.59,1903,430
g015+g030,VEi,46,gpt-5.5,2,2,4,3,4,3,"Gold sequin collared top is roughly referenced, but the output turns the outfit into a full gold sequin dress/skirt and omits the white pleated bottom. Pose/background are close, but identity changes significantly with a bald/different-looking face. Some texture and seam artifacts reduce realism.",8.35,2018,611
g015+p008,VEi,46,gpt-5.5,4,4,5,4,3,4,"Reference sari colors and main print are closely reproduced, with some drape/cut differences and added accessories. Original studio pose/background and body are mostly preserved, but visible hands show some anatomical/artifact issues.",8.37,1845,534
g014+p007,VEi,46,gpt-5.5,2,4,5,4,4,4,"Reference sleeveless white top is only partially matched; generated adds a matching skirt and changes the garment cut/drape. Identity, pose, and white studio scene are mostly preserved, with minor AI smoothness and small anatomy/texture issues.",26.91,1787,330
g027+p011,VEi,46,gpt-5.5,1,5,5,5,5,4,"Generated garment is a yellow Ramones T-shirt, not the reference yellow chef uniform with hat, glasses, chef coat, and black apron. Identity, pose, and background are preserved; no hands visible and image is mostly clean/realistic.",4.8,1441,276
g024+p010,VEi,46,gpt-5.5,2,5,5,4,4,4,"Shirt color and style roughly match the reference, but the reference pants and boots are not transferred and the shirt cut/details differ. Identity, pose, and background are well preserved; minor blending/smoothing artifacts around the shirt and partially visible hand.",5.3,2017,335
g027+p003,VEi,46,gpt-5.5,3,4,5,4,5,4,"Burgundy sleeveless gathered dress is approximated, but neckline, proportions, and especially full maxi length differ from the reference. Person, pose, and white background are mostly preserved; hands are not visible. Some fabric/fit artifacts but overall fairly photo-like.",6.21,1470,334
g024+p002,VEi,46,gpt-5.5,2,5,5,4,4,4,"Output keeps the original person and studio scene very well. It changes the top to a plain black T-shirt similar to the reference, but does not transfer the full reference outfit: the blue skirt remains and the shoes are not the same high-top black sneakers. Image is mostly clean and realistic, with only slight hand/texture softness.",6.57,2017,411
g024+g027,VEi,46,gpt-5.5,3,4,4,3,2,4,"Black Ramones tee is generally transferred, but the print is partial/distorted and not fully faithful. Person and studio scene are mostly preserved, though an unwanted arm tattoo appears and the hand/fingers look malformed.",6.9,1960,353
g018+p009,VEi,46,gpt-5.5,2,5,5,4,4,4,"Output is black and has a blazer-dress feel, but it changes the reference sleeveless vest-over-black-turtleneck look into a long-sleeve blazer dress and misses details like the layered sleeveless cut. Identity, pose, and plain studio background are well preserved; minor seam/hand imperfections but generally realistic.",7.2,1787,431
g027+g029,VEi,46,gpt-5.5,2,5,5,3,5,3,"Houndstooth blazer pattern is partly captured, but the cut is wrong with short/missing sleeves and the original black Ramones shirt remains instead of the white top. Identity, pose, and background are preserved; hands are not visible. Some texture/print bleed and seam artifacts reduce cleanliness and realism.",7.58,1499,394
g029+g030,VEi,46,gpt-5.5,3,3,3,3,4,4,"Gold sequin look is captured, but the cut/fit differs from the reference and extra styling details are inconsistent. Identity and pose are only partially preserved, with framing and lower outfit changed. Some seam/texture artifacts, but hands are mostly plausible and overall photorealistic.",7.83,1902,468
g029+p012,VEi,46,gpt-5.5,2,1,1,3,4,3,"Generated result is a hybrid: only parts of the houndstooth blazer appear and the blue top remains, so it does not match the reference garment. The person, hair, pose, and background are completely changed from the original. Image is fairly clean but has unnatural garment construction and AI-rendered realism.",7.1,1671,445
p001+p002,VEi,46,gpt-5.5,4,4,4,4,4,4,"Outfit broadly matches the black tee, pants, sneakers and watch, but fit/cut and some details are not exact. Person and studio scene are mostly preserved, with slight body/scale changes. Hands and textures look mostly clean and realistic.",6.35,1555,379
g030+p005,VEi,46,gpt-5.5,4,4,4,4,4,4,"Generated outfit closely matches the gray/silver wrap crop top and black bottoms, though sparkle texture and sleeve/cut details are not exact. The blonde model identity and gray studio background are largely preserved, with some pose/arm changes and minor texture artifacts.",7.14,2017,445
p001+p014,VEi,46,gpt-5.5,4,4,5,4,4,4,"Plain white crew-neck T-shirt is close to the reference, though the exact fit/drape and details differ. Identity, pose, and studio background are largely preserved; image is clean and realistic with only minor smoothing/AI feel.",5.91,1555,333
p001+p006,VEi,46,gpt-5.5,3,4,4,4,4,4,"Reference outfit is partially transferred: black graphic tee, ripped jeans, black shoes, straps/watch appear, but print/details and jeans rips are not exact and cap/headphones are missing. Identity and studio background are mostly preserved with minor pose/body changes. Overall clean and fairly realistic with acceptable hands.",6.47,1555,399
g030+p001,VEi,46,gpt-5.5,4,4,4,4,5,4,"Black oversized T-shirt is close to the reference in visible color and cut, but the full reference outfit is not visible. Identity and background are mostly preserved, with minor pose/body changes and slight AI smoothness in fabric/edges.",7.91,2017,440
g030+p013,VEi,46,gpt-5.5,3,5,4,4,3,4,"Garment captures the white shirt and brown houndstooth vest well, but omits the hat/accessories and has some cut/detail differences. Identity and background are well preserved; pose is close but arm/hand placement changes. Visible hand area is somewhat awkward, otherwise fairly realistic.",9.62,2017,609
p001+p024,VEi,46,gpt-5.5,2,4,5,4,4,4,"Generated outfit only loosely matches the reference: gray layered look and trousers, but the cut, colors, texture, wear, and shirt details are quite different. Identity and studio scene are mostly preserved; image is clean and realistic with minor AI-like smoothing.",5.17,1555,324
p002+p007,VEi,46,gpt-5.5,3,4,5,4,4,4,"White sleeveless top is similar but less oversized and lacks the reference's drape, wrinkles, and exact cut details. Identity, pose, and background are mostly preserved; minor smoothing/artifacting around garment edges and hands.",6.02,1555,333
g029+p004,VEi,46,gpt-5.5,5,1,1,4,4,4,"Output closely matches the houndstooth blazer outfit, but it does not preserve the original male person or street scene; it appears to recreate the garment model instead. Minor texture/hand imperfections only.",15.25,1671,1110
p002+p015,VEi,46,gpt-5.5,3,4,5,4,4,4,"Garment captures the blue base and ornate red/gold patterned front and cuffs, but misses key reference elements like the hat and exact cut/details, and changes the lower outfit. Identity, pose, and background are mostly preserved. Minor texture/pattern and hand blending artifacts, but overall fairly realistic.",6.57,1555,359
p002+p025,VEi,46,gpt-5.5,3,4,4,3,2,3,"Outfit captures the white outer layer, beige pleated skirt, fishnets and black boots, but misses the reference cut/details such as the blazer shape, tie/top, and platform boot styling. Face and background are mostly preserved, but hands/fingers and leg texture look AI-distorted.",6.36,1613,364
p003+p004,VEi,46,gpt-5.5,3,4,5,4,4,4,"Reference white short-sleeve V-neck/henley shirt is only partially matched; output is light blue-white and lacks the button/placket detail, while the original burgundy skirt remains. Identity, pose, and background are mostly preserved. Minor clothing/edge artifacts but hands are largely plausible.",7.66,1613,377
p002+p003,VEi,46,gpt-5.5,3,3,4,3,3,4,"Burgundy sleeveless dress is similar but not exact in neckline, length, texture and footwear; face is recognizable but body/proportions are substantially altered. Background and pose are mostly preserved, with some hand/foot and seam artifacts.",8.41,1584,466
p003+p008,VEi,46,gpt-5.5,3,4,5,4,3,4,"Reference sari colors and motifs are approximated, but the drape/cut and exact print placement differ. Original person and street scene are mostly preserved. Minor AI smoothing/artifacts in fabric and hands, with fingers somewhat indistinct.",7.19,1671,405
p003+p016,VEi,46,gpt-5.5,3,4,3,4,3,4,"Garment is similar in color and general sleeveless flared style with white hem, but cut/details are not exact. Identity and background are mostly preserved, though pose, hands, phone, legs/feet changed. Some hand and shoe artifacts, but overall fairly realistic.",8.24,1613,446
p004+p017,VEi,46,gpt-5.5,3,4,5,4,5,4,White short-sleeve collared shirt is similar but lacks clear button/placket and exact cut details of the reference. Identity and street scene are mostly preserved; garment texture is somewhat smoothed/AI-like. No hands visible.,5.5,1555,354
p003+p026,VEi,46,gpt-5.5,2,4,4,3,4,3,"Top partially matches the reference tracksuit, but the lower half is a skirt/pants hybrid with missing side stripe and missing reference accessories/shoe details. Identity and background are mostly preserved; some clothing seams and lower-body compositing look unnatural.",6.3,1613,372
p004+p009,VEi,46,gpt-5.5,3,4,4,4,5,4,"Black color and lapel style are close, but the result looks more like a fitted sleeved blazer over a black shirt rather than the reference sleeveless long vest/dress over long sleeves. Identity and street background are mostly preserved, with hands not visible and only minor AI smoothness.",6.28,1555,352
