set_id,arm,seed,model,garment,identity,scene,clean,hands,realism,note,seconds,tokens_in,tokens_out
dualuse_emma_watson_black_blazer_armscrossed+g004,BC,47,gpt-5.5,3,5,5,4,4,4,"Reference black ribbed top and olive trousers are approximated, but only the upper trousers are visible due the original crop and some garment details/pieces are missing. Identity, pose, and background are well preserved; minor texture/hand imperfections but overall realistic.",5.85,1700,334
dualuse_emma_watson_black_blazer_armscrossed+g004,BC,46,gpt-5.5,4,5,5,4,4,4,"Visible outfit closely matches the reference sweater and upper trousers, with same identity, pose, and background. Lower garment/accessories are not fully visible, and there are minor texture/seam and hand-detail imperfections.",8.23,1700,511
dualuse_emma_watson_black_blazer_armscrossed+g004,V,47,gpt-5.5,3,5,5,4,4,4,"Black ribbed top and olive high-waist trousers are approximated, but only the upper portion of the pants is visible and the full wide-leg cut/reference outfit is not represented. Identity, pose, and background are well preserved; minor texture/waist and hand issues.",5.83,1700,332
dualuse_emma_watson_black_blazer_armscrossed+g004,BC,48,gpt-5.5,3,5,5,4,4,4,"Reference outfit is partially transferred: black ribbed top and olive high-waist pants are present, but the full wide-leg pants/shoes/accessories are not visible due to the original crop. Identity, pose, and background are well preserved; minor texture/seam and hand imperfections.",6.3,1700,388
dualuse_emma_watson_black_blazer_armscrossed+g004,V,46,gpt-5.5,3,5,5,4,4,4,"Reference black ribbed top and olive high-waist trousers are mostly represented, but lower garment/full outfit details like full wide-leg cut, shoes and bag are not visible. Identity, pose, and background are well preserved; minor texture/seam issues around sleeves and waist.",6.41,1700,345
dualuse_emma_watson_black_blazer_armscrossed+dualuse_scarlett_johansson_black_dress_backview_night,V,48,gpt-5.5,2,4,5,3,4,4,"Black textured strappy dress is partially captured, but the reference back zipper/slit/full cut are not reproduced and extra front zipper details appear. Face, hair, pose, and plain studio background are largely preserved; minor arm/garment artifacts remain.",6.62,3261,896
dualuse_emma_watson_black_blazer_armscrossed+g027,BC,47,gpt-5.5,4,5,5,3,4,4,"Garment is a close black Ramones tee with similar print and cut, though the graphic is somewhat distorted/obscured and a reference-model tattoo appears on the arm. Identity, pose, and background are well preserved. Some skin/arm texture artifacts reduce cleanliness and realism slightly.",7.47,1556,438
dualuse_emma_watson_black_blazer_armscrossed+g027,BC,48,gpt-5.5,4,3,4,3,4,4,"Black Ramones tee is close in color/cut and general graphic, but print is distorted/cropped and not exact; identity mostly face/hair preserved but body/arms changed and a tattoo from the reference appears; pose/background mostly unchanged with some seam/texture artifacts.",6.46,1556,360
dualuse_gal_gadot_blue_dress_redcarpet+dualuse_hugh_jackman_grey_suit_outdoor,BC,46,gpt-5.5,3,4,4,4,3,4,"Grey suit and black shirt are broadly transferred, but the fit/cut differs from the reference and footwear is not matched. Identity and background are mostly preserved; pose is slightly altered. Some hand/finger imperfections and minor texture issues, but overall fairly realistic.",7.04,1383,350
dualuse_emma_watson_black_blazer_armscrossed+g004,V,48,gpt-5.5,4,5,4,4,4,4,"Reference black ribbed crewneck and olive high-waist trousers are mostly matched where visible, but the result is cropped and omits the full pants, shoes, and bag. Identity and background/pose are largely preserved; minor texture/seam and hand issues.",2.82,5173,885
dualuse_gal_gadot_blue_dress_redcarpet+dualuse_hugh_jackman_grey_suit_outdoor,BC,47,gpt-5.5,3,4,5,4,4,4,"The gray suit and black shirt are broadly matched, but the fit/cut differs and the reference black dress shoes are not transferred. Identity, pose, and background are mostly preserved. Minor artifacts appear around the trousers and feet, with hands mostly acceptable.",7.27,1383,366
dualuse_gal_gadot_blue_dress_redcarpet+dualuse_hugh_jackman_grey_suit_outdoor,BC,48,gpt-5.5,3,4,4,3,4,4,"Suit color and general pieces are close, but the cut/fit differs and footwear is inconsistent with the reference, with some artifacts around the lower legs and shoes. Face, hair, pose, and background are mostly preserved.",7.57,1383,416
dualuse_gal_gadot_blue_dress_redcarpet+dualuse_hugh_jackman_grey_suit_outdoor,V,46,gpt-5.5,3,4,4,3,3,4,"Gray suit and black shirt are broadly matched, but cut/details and footwear differ from the reference. Face, hair, pose, and backdrop are mostly preserved. Some artifacts appear around pants, seams, feet, and hands.",6.25,1383,346
dualuse_emma_watson_black_blazer_armscrossed+g027,V,48,gpt-5.5,4,4,5,4,4,4,"Black Ramones T-shirt is mostly matched, including color and main logo, though the print is slightly distorted/partly obscured and an extra tattoo appears on the arm. Face, hair, pose, and background are largely preserved; hands and overall realism are good with minor artifacts.",6.19,3149,853
dualuse_emma_watson_black_blazer_armscrossed+g027,V,47,gpt-5.5,3,5,5,3,4,4,"The black Ramones T-shirt is mostly represented, but the graphic is distorted/partly obscured and a reference tattoo appears incorrectly on the arm. Identity, pose, and background are well preserved; hands are mostly acceptable with minor awkwardness.",5.15,4747,978
dualuse_gal_gadot_blue_dress_redcarpet+dualuse_hugh_jackman_grey_suit_outdoor,V,48,gpt-5.5,4,5,4,4,4,4,"The gray suit and black shirt are close to the reference, though the fit/pants and footwear are not exact. Identity and background are well preserved. Minor artifacts appear around the lower pants, feet, and hand details, but overall it reads fairly photorealistic.",6.87,1383,389
dualuse_emma_watson_black_blazer_armscrossed+g027,BC,46,gpt-5.5,4,4,5,4,4,4,"Black Ramones tee is mostly matched in color, cut, and visible print, though the graphic is partly occluded/distorted by the crossed arms. Face, hair, pose, and background are well preserved, but a tattoo from the reference appears on the arm and there are minor texture/artifact issues.",8.04,4744,1231
dualuse_emma_watson_black_blazer_armscrossed+g027,V,46,gpt-5.5,4,4,5,4,4,4,"Black Ramones T-shirt is mostly matched in color, cut, and graphic, though the print is somewhat distorted/obscured and a tattoo appears on the arm. Face, hair, pose, and background are well preserved; hands are mostly plausible.",8.27,4744,1133
dualuse_gal_gadot_blue_dress_redcarpet+dualuse_woman_top_denim_skirt_nonceleb,BC,47,gpt-5.5,3,4,4,3,4,3,"Outfit captures the black tank and denim skirt reasonably, but footwear is incorrect/mismatched with one heel and one sneaker. Identity and red-carpet scene are mostly preserved. Main artifacts are around the feet/shoes and some texture/seam inconsistencies; hands look mostly acceptable.",7.32,1383,458
dualuse_gal_gadot_blue_dress_redcarpet+dualuse_woman_top_denim_skirt_nonceleb,BC,46,gpt-5.5,3,5,4,3,4,4,"Outfit broadly matches the black cami and denim skirt reference, but skirt details/wash are not exact and footwear is inconsistent. Identity and event background are well preserved. Some artifacts appear around the hem and shoes.",8.68,1383,410
dualuse_gal_gadot_blue_dress_redcarpet+dualuse_hugh_jackman_grey_suit_outdoor,V,47,gpt-5.5,3,4,4,4,4,4,"Gray suit and black shirt are broadly matched, but the cut and fit are adapted, trousers are cropped, and the reference black shoes are not reproduced. Identity, pose, and background are mostly preserved with minor texture and seam artifacts.",6.47,4222,828
dualuse_gal_gadot_blue_dress_redcarpet+dualuse_woman_top_denim_skirt_nonceleb,V,48,gpt-5.5,3,5,5,4,4,4,"Garment captures the black tank and denim mini-skirt concept, but the skirt color, zipper/front details, distressing, hem shape, and footwear do not fully match the reference. Identity and scene are well preserved. Minor artifacts around skirt/legs and hands, but overall realistic.",6.6,1383,365
dualuse_gal_gadot_blue_dress_redcarpet+g005,V,46,gpt-5.5,3,4,5,3,4,4,"Outfit broadly matches the black shirt and gray/black shorts, but shoes are not transferred and logos/cut are imperfect. Identity and original scene are mostly preserved, with some lower-leg/foot artifacts.",7.89,1499,373
dualuse_gal_gadot_blue_dress_redcarpet+dualuse_woman_top_denim_skirt_nonceleb,BC,48,gpt-5.5,3,4,3,3,4,4,"Garment is broadly the black top and denim skirt but cut/details differ and footwear is inconsistent with the reference, with one original heel-like sandal still present. Identity and background are mostly preserved, but the leg pose changes and there are artifacts around the skirt hem and shoes.",8.01,1383,399
dualuse_gal_gadot_blue_dress_redcarpet+g005,BC,48,gpt-5.5,4,4,5,3,4,4,"Outfit closely matches the black athletic shirt and gray shorts with compression layer, but details/proportions are not exact and footwear is inconsistent. Person and scene are mostly preserved; some artifacts appear around shorts, legs, and shoes.",8.23,1499,337
dualuse_gal_gadot_blue_dress_redcarpet+g005,BC,46,gpt-5.5,4,4,4,3,3,4,"Reference outfit is mostly reproduced: black Under Armour shirt and gray shorts with black compression layer/logo are present. Identity and scene are largely preserved, though body/legs and footwear are altered. Some artifacts around shorts, legs, feet, and hands reduce cleanliness.",2.07,3032,440
dualuse_gal_gadot_blue_dress_redcarpet+dualuse_woman_top_denim_skirt_nonceleb,V,47,gpt-5.5,3,4,4,3,4,4,"The outfit roughly matches the black tank and denim mini skirt, but skirt color/details and footwear differ from the reference. Identity and red-carpet scene are mostly preserved. Some artifacts appear around the skirt hem, seams, and feet, while hands are mostly acceptable.",10.03,1383,529
dualuse_gal_gadot_blue_dress_redcarpet+g005,BC,47,gpt-5.5,3,4,4,2,4,3,"Reference outfit is partly matched with black UA shirt and gray shorts, but logos/details and footwear are inconsistent. Identity and background are mostly preserved. There are visible artifacts around shorts, legs, and shoes, including mismatched/odd footwear and seam issues.",10.94,1499,421
dualuse_gal_gadot_blue_dress_redcarpet+dualuse_woman_top_denim_skirt_nonceleb,V,46,gpt-5.5,3,4,4,4,4,4,"Outfit broadly matches the black tank and denim mini skirt, but misses the reference sneakers and skirt details/distressing are not exact. Identity and event background are well preserved, with only minor pose/body and texture artifacts.",11.28,1383,406
dualuse_gal_gadot_blue_dress_redcarpet+g005,V,47,gpt-5.5,3,4,4,3,4,4,"Reference outfit is partially matched: black tee and gray shorts with compression layer are present, but logos/prints and garment details are inaccurate and shoes are not transferred. Identity and event background are mostly preserved. Some artifacts remain around shorts, legs, and seams.",5.84,1499,328
dualuse_gal_gadot_blue_dress_redcarpet+g005,V,48,gpt-5.5,4,4,4,3,4,4,"Reference shirt and shorts are mostly reproduced with correct colors/logos, but fit/details and shoes are not exact. Person and background are largely preserved, though pose/body contours shift slightly. Noticeable artifacts around legs/feet and some garment seams.",6.16,1499,342
dualuse_gal_gadot_blue_dress_redcarpet+g029,BC,47,gpt-5.5,3,4,4,3,3,4,"Blazer, white top, and belt are close, but the reference black pants are changed into a black skirt/short bottom. Identity and background are mostly preserved. Some pattern warping, garbled backdrop text, and hand/leg artifacts are visible.",6.54,1441,348
dualuse_gal_gadot_blue_dress_redcarpet+g029,BC,46,gpt-5.5,3,4,5,4,4,4,"Reference outfit is approximated with the houndstooth blazer, white tee, belt, and black bottoms, but the pants become knee-length shorts and details/accessories are not exact. Person, pose, and background are largely preserved; minor texture/pattern artifacts and slight compositing issues remain.",6.99,1441,421
dualuse_gal_gadot_blue_dress_redcarpet+g029,V,46,gpt-5.5,3,4,4,3,4,3,"Reference blazer, white tee, belt are partly matched, but the black pants are changed into an incorrect skirt/short shape and there is leftover blue dress fabric. Identity and background are mostly preserved, with some lower-body and clothing artifacts.",5.36,1441,313
dualuse_gal_gadot_blue_dress_redcarpet+g029,BC,48,gpt-5.5,3,4,4,4,3,4,"Blazer and white top are close to the reference, but the black pants are changed into a skirt and some details differ. Identity and event background are mostly preserved. Minor texture/seam artifacts and slightly awkward visible hands.",7.47,1441,460
dualuse_gal_gadot_blue_dress_redcarpet+g029,V,47,gpt-5.5,3,4,4,3,3,4,"Reference blazer, white tee, and belt are mostly captured, but the black pants became a skirt/slit bottom and details are not exact. Face/hair and event background are largely preserved. Some artifacts appear around the skirt/legs, seams, and hands, though the result remains fairly photorealistic.",6.03,1441,316
dualuse_hugh_jackman_grey_suit_outdoor+dualuse_man_black_suit_studio_nonceleb,BC,46,gpt-5.5,4,4,5,4,4,4,"Reference black suit with white shirt and striped tie is closely transferred, though jacket cut/details are not perfectly exact. Identity, pose, and background are largely preserved. Minor artifacts and slight hand/fabric unnaturalness remain, but overall realistic.",6.66,1555,359
dualuse_hugh_jackman_grey_suit_outdoor+dualuse_man_black_suit_studio_nonceleb,BC,47,gpt-5.5,4,4,5,4,4,4,"Reference black suit with light shirt and striped tie is mostly transferred, and the original pose/background are preserved. Face and body remain close to image 1, with minor smoothing/alteration. Hands and suit details are mostly clean but slightly artificial.",7.48,1555,401
dualuse_hugh_jackman_grey_suit_outdoor+dualuse_man_black_suit_studio_nonceleb,V,47,gpt-5.5,4,5,5,4,4,4,"Reference black suit, white shirt, and striped tie are mostly matched, though suit cut/details are not exact. Identity, pose, and background are well preserved; minor texture/seam and hand imperfections remain.",6.65,1555,350
dualuse_hugh_jackman_grey_suit_outdoor+dualuse_man_black_suit_studio_nonceleb,V,46,gpt-5.5,4,5,5,4,4,4,"Reference suit, white shirt, striped tie and shoes are mostly reproduced, though the suit color/cut and details are not perfectly exact. Identity, pose and background remain very close to the original. Minor artifacts/softness around seams, cuffs and hands, but overall photographic.",7.06,1555,383
dualuse_hugh_jackman_grey_suit_outdoor+dualuse_man_black_suit_studio_nonceleb,BC,48,gpt-5.5,4,5,5,4,4,4,"Reference black suit with light shirt and striped tie is reproduced closely, though cut/details and fit are not exact. Person, pose, and background are preserved. Minor artifacts around suit edges/cuffs and slightly imperfect hands, but overall photorealistic.",7.98,1555,457
dualuse_hugh_jackman_grey_suit_outdoor+dualuse_zendaya_white_blazer_skirt,BC,46,gpt-5.5,2,4,5,4,4,4,"White cropped blazer is similar in color and general cut, but the reference includes a wrapped long skirt while the output turns it into trousers and omits some styling details. Identity and background are mostly preserved, with minor fit/artifact issues around torso, waist, and hands.",6.06,1555,298
dualuse_hugh_jackman_grey_suit_outdoor+dualuse_man_black_suit_studio_nonceleb,V,48,gpt-5.5,4,4,5,4,4,4,"Reference suit/shirt/tie are mostly transferred, though color/cut are not exact. Identity and original scene/pose are well preserved. Minor texture/seam and hand imperfections, but overall realistic.",7.11,1555,429
dualuse_hugh_jackman_grey_suit_outdoor+dualuse_zendaya_white_blazer_skirt,BC,47,gpt-5.5,2,4,5,4,4,4,"Top resembles the white cropped blazer, but the reference includes a long white skirt while the output turns it into trousers, so the garment is not exact. Face, hair, pose, and background are largely preserved; minor texture/fit oddities around the waist and clothing.",5.87,1555,321
dualuse_gal_gadot_blue_dress_redcarpet+g029,V,48,gpt-5.5,3,4,4,3,3,4,"Blazer, white top, belt and houndstooth pattern are mostly captured, but the reference black pants are changed into a skirt. Identity and event background are largely preserved, with some foot/leg and hand artifacts.",7.36,2922,693
dualuse_hugh_jackman_grey_suit_outdoor+dualuse_zendaya_white_blazer_skirt,BC,48,gpt-5.5,2,4,5,4,4,4,"Upper cropped white blazer is close, but the reference includes a white skirt/wrap lower piece while the output turns it into pants and keeps black shoes. Identity and background/pose are largely preserved; minor texture/seam oddities around waist and garment fit.",5.2,1555,273
dualuse_hugh_jackman_grey_suit_outdoor+dualuse_zendaya_white_blazer_skirt,V,48,gpt-5.5,2,4,5,4,4,4,"White cropped blazer is similar in color and upper silhouette, but the reference skirt/wrap bottom is replaced by pants and several garment details/cut proportions differ. Face, hair, pose, and background are mostly preserved; minor artifacts around torso, clothing edges, and hands.",5.92,1555,294
dualuse_hugh_jackman_grey_suit_outdoor+dualuse_zendaya_white_blazer_skirt,V,47,gpt-5.5,2,4,5,3,4,4,"White cropped blazer is similar, but the reference's long skirt/wrap silhouette is replaced by white pants and original black shoes remain. Identity and background/pose are mostly preserved. Some waist/torso and fabric artifacts reduce cleanliness, though hands are mostly acceptable.",6.67,1555,348
dualuse_hugh_jackman_grey_suit_outdoor+g009,BC,47,gpt-5.5,4,4,5,4,4,4,"Reference outfit is reproduced closely, including cream cable sweater, wide trousers, shoulder bag and sneakers, though fit/proportions and some details differ. Identity and background/pose are well preserved. Minor AI softness/artifacts in textures, shoes, and hands.",7.13,1642,369
dualuse_hugh_jackman_grey_suit_outdoor+g009,V,46,gpt-5.5,3,4,5,4,4,4,"Reference outfit is mostly transferred: cream cable sweater, cream trousers, and shoulder bag, but trouser cut/details are not exact and the reference sneakers are missing, replaced by black shoes. Identity and scene are well preserved; minor texture/integration artifacts reduce realism.",5.98,1642,326
dualuse_hugh_jackman_grey_suit_outdoor+g009,BC,48,gpt-5.5,4,4,5,4,4,4,"Reference outfit is reproduced well including cream knit, trousers, bag and shoes, though proportions/cut differ slightly. Identity and background are largely preserved; minor texture and hand/detail artifacts keep it from flawless.",6.23,1642,330
dualuse_hugh_jackman_grey_suit_outdoor+g009,BC,46,gpt-5.5,4,4,5,4,3,4,"Outfit closely matches the cream cable sweater, wide cream trousers, sneakers, and shoulder bag, with minor differences in trouser cut and some texture/detail fidelity. Identity and scene are largely preserved; visible hands look somewhat unnatural.",4.62,3321,611
dualuse_hugh_jackman_grey_suit_outdoor+dualuse_zendaya_white_blazer_skirt,V,46,gpt-5.5,2,4,5,4,4,4,"White cropped blazer is close, but the reference's long wrapped skirt is incorrectly turned into trousers; identity and background are largely preserved with minor seam/waist artifacts.",5.32,3148,598
dualuse_lp_beige_long_coat_menswear+dualuse_lp_floral_kimono_set,V,48,gpt-5.5,3,4,3,4,3,4,"The blue floral print and cream color are close, but the outfit cut is not exact and missing reference pieces like the hat, bag and sandals. Identity is mostly preserved, while pose/hand placement changes from the original. Some minor artifacts appear around sleeve/hand and garment edges.",7.53,1671,387
dualuse_lp_beige_long_coat_menswear+dualuse_lp_floral_kimono_set,BC,47,gpt-5.5,3,4,4,4,4,4,"Reference floral robe/pants and bag are mostly reproduced, but the beret and sandals are missing and the cut/silhouette differs. Identity and studio setting are largely preserved, with minor pose/hand changes. Overall fairly clean and photographic.",8.44,1671,438
dualuse_hugh_jackman_grey_suit_outdoor+g009,V,47,gpt-5.5,3,4,5,4,3,4,"Reference outfit is mostly transferred in cream sweater, trousers, and shoulder bag, but the shoes are wrong, trouser cut is less wide, and some garment details are simplified. Identity and background are well preserved. Minor texture/seam artifacts and imperfect visible hands.",8.53,1642,422
dualuse_lp_beige_long_coat_menswear+dualuse_lp_floral_kimono_set,BC,48,gpt-5.5,3,4,4,4,4,4,"Reference print and main robe/pants are mostly reproduced, but accessories like the beret and bag are missing and the cut/proportions differ. Identity, studio background, and overall pose are mostly preserved, with minor pose/hand/foot changes and slight texture/artifact issues.",9.63,1671,489
dualuse_hugh_jackman_grey_suit_outdoor+g009,V,48,gpt-5.5,3,4,5,4,3,4,"Reference outfit is mostly transferred with cream cable-knit sweater, cream trousers, and shoulder bag, but trouser cut is less wide and the reference sneakers are not preserved. Identity and scene are largely maintained; hands are somewhat awkward and textures are slightly AI-looking.",5.91,3319,662
dualuse_lp_beige_long_coat_menswear+dualuse_lp_floral_kimono_set,V,47,gpt-5.5,3,5,4,4,4,4,"Floral cream-and-blue robe set is mostly captured, but reference accessories and footwear are missing, and the cut/details are not exact. Identity and studio setting are well preserved with minor pose/hand changes.",6.64,3377,684
dualuse_lp_beige_long_coat_menswear+dualuse_lp_floral_kimono_set,BC,46,gpt-5.5,3,5,4,4,4,4,"Garment captures the cream-and-blue floral robe and pants but misses/changes reference pieces such as hat, sandals, and matching bag, and cut/details differ. Identity and studio scene are largely preserved with minor pose/hand changes.",6.43,3378,809
dualuse_lp_beige_long_coat_menswear+dualuse_lp_floral_kimono_set,V,46,gpt-5.5,2,4,4,4,4,4,"Blue floral print and robe concept are close, but reference accessories and styling are missing, pants cut is changed, sandals/hat/bag are absent, and the sleeve/robe silhouette is less faithful. Identity and studio scene are mostly preserved with minor pose/hand changes.",7.4,3377,838
dualuse_lp_beige_long_coat_menswear+g004,V,46,gpt-5.5,3,5,4,3,4,4,"Black ribbed top is close, but trousers are cropped/tapered instead of wide-leg full length and an extra black coat-like remnant remains behind. Identity and studio background are well preserved; minor artifacts around clothing and seams.",6.78,1642,384
dualuse_lp_beige_long_coat_menswear+g018,BC,46,gpt-5.5,2,4,4,4,5,4,"Garment is black like the reference but the cut is much longer and more coat-like, not the same blazer shape. Identity, pose, and studio background are mostly preserved. No visible hands and few artifacts; overall realistic.",7.5,1671,354
dualuse_lp_floral_kimono_set+g005,V,46,gpt-5.5,2,4,4,2,4,3,"Reference shirt/shorts are partially present, but many original floral robe pieces, belt, bag, pants/sandals remain and sneakers are missing. Face and hat are mostly preserved, pose/background mostly unchanged, but legs/layering have visible artifacts and the hybrid outfit looks unnatural.",8.23,1903,422
dualuse_lp_beige_long_coat_menswear+g018,V,46,gpt-5.5,2,5,4,4,4,4,"Output keeps the original model and studio setup well, but the reference garment is a short black open blazer while the result becomes a much longer black coat with different cut and details. Overall clean and realistic with only minor hand/texture concerns.",8.3,1671,354
dualuse_lp_floral_kimono_set+g024,BC,46,gpt-5.5,3,4,4,2,4,3,"Main sweater and blue pleated skirt are represented, but shoes/accessories differ and the skirt/hem is distorted. Identity and studio background are mostly preserved. Noticeable artifacts around legs, skirt transparency, and feet reduce cleanliness and realism.",12.88,2018,599
dualuse_lp_floral_kimono_set+dualuse_lp_navy_quarterzip_knit_LOWRES,V,46,gpt-5.5,2,4,4,3,4,3,"Reference outfit is only partially transferred: navy cable zip sweater and gray trousers appear, but sweater cut is wrong with oversized robe-like sleeves, shoes and bag are not the reference, and some garment textures/seams look unnatural. Identity and pose are mostly preserved.",7.54,3725,836
dualuse_lp_floral_kimono_set+g024,V,46,gpt-5.5,3,4,4,3,4,4,"Reference sweater and blue pleated skirt are mostly transferred, but shoes are wrong, original hat/bag/sandals remain, and extra blue trouser-like fabric appears under the skirt. Identity and pose/background are largely preserved, with some outfit/leg artifacts.",8.25,2018,541
dualuse_lp_floral_kimono_set+g005,BC,46,gpt-5.5,2,3,4,2,3,2,"The reference black shirt and shorts are only partially applied, with much of the original floral robe and accessories remaining. Identity and pose are mostly retained, but legs/body are altered and there are obvious garment blending artifacts.",2.43,5776,915
dualuse_lp_beige_long_coat_menswear+g004,BC,46,gpt-5.5,4,4,4,4,5,4,"Reference outfit is mostly reproduced: black long-sleeve top, olive wide-leg trousers, black shoes and clutch. Identity and studio setup are largely preserved, with minor fit/texture differences and slight AI polish.",7.75,3322,965
dualuse_lp_navy_quarterzip_knit_LOWRES+dualuse_lp_plaid_overcoat_brown_suit,V,46,gpt-5.5,3,5,5,4,4,4,"Reference outfit is approximated with the plaid coat, brown tailoring and white collar, but misses the cap and brown shoes, keeps the original bag, and the coat/trouser cut is less oversized. Identity, pose and background are well preserved; minor hand/texture imperfections but overall realistic.",11.66,1787,484
dualuse_lp_navy_quarterzip_knit_LOWRES+dualuse_lp_plaid_overcoat_brown_suit,BC,46,gpt-5.5,3,5,5,4,4,4,"Reference outfit is partially matched with plaid overcoat, brown suit and brown shoes, but missing the hat and white shirt/tie details, trousers/cut differ, and the original bag remains. Identity, pose, and background are well preserved with minor AI texture/collar issues.",6.79,3612,676
dualuse_lp_navy_quarterzip_knit_LOWRES+g009,V,46,gpt-5.5,3,4,4,4,4,4,"Cream sweater and trousers are close to the reference, but the output keeps the original black loafers and brown handbag while also adding the reference shoulder bag, so the full outfit is not exact. Identity, pose, and studio background are mostly preserved, with minor AI softness in textures.",6.59,1758,368
dualuse_lp_navy_quarterzip_knit_LOWRES+g027,V,46,gpt-5.5,4,4,5,4,4,4,"Black Ramones tee is close in color, cut, and graphic but the print details/scale are not exact. Face, hair, pose, bag, trousers, and studio background are mostly preserved; minor issues include a transferred/added arm tattoo and slightly AI-soft print/skin details.",7.75,1614,439
dualuse_lp_plaid_overcoat_brown_suit+dualuse_navy_peacoat_onmodel,BC,46,gpt-5.5,3,4,4,4,4,4,"Navy double-breasted coat, jeans and boots are approximated, but the coat cut has an incorrect long rear/tail and the grey turtleneck is missing/replaced by the original cream collar. Identity and studio background are mostly preserved; minor seam/shape artifacts but overall realistic.",6.96,2018,448
dualuse_lp_plaid_overcoat_brown_suit+g029,BC,46,gpt-5.5,3,4,3,4,4,4,"Reference houndstooth blazer, white tee, black pants are approximated, but the blazer cut is altered into a longer coat-like piece and details/fit differ. Identity and studio background are mostly preserved, though pose changes. Image is fairly clean and realistic with minor texture/seam issues.",6.88,1845,428
dualuse_lp_plaid_overcoat_brown_suit+dualuse_navy_peacoat_onmodel,V,46,gpt-5.5,3,5,4,4,4,4,"Navy double-breasted coat and gray top are close, but the coat cut/length has an extra trailing panel and the shoes/boots and trouser details do not match the reference. Identity and studio setting are well preserved; minor texture/seam oddities but overall realistic.",9.18,2018,532
dualuse_lp_navy_quarterzip_knit_LOWRES+g009,BC,46,gpt-5.5,3,4,5,4,4,4,"Cream sweater, trousers, shoes and shoulder bag are mostly transferred, but the output incorrectly retains the original brown handbag and has some cut/detail differences. Identity, pose, and studio background are largely preserved with minor AI smoothness.",5.72,5346,863
