set_id,arm,seed,model,garment,identity,scene,clean,hands,realism,note,seconds,tokens_in,tokens_out
dualuse_lp_floral_kimono_set+g005,VS,49,gpt-5.5,2,4,5,3,3,4,"Reference black Under Armour tee and gray shorts are partially transferred, but the original floral robe/bag/leg coverings remain and shoes/short details are not accurate. Identity and pose/background are mostly preserved, with some artifacts around hands, seams, and lower legs.",5.91,1903,326
dualuse_lp_plaid_overcoat_brown_suit+g029,VE,49,gpt-5.5,3,4,3,4,4,4,"Blazer color/pattern is close, but cut is much longer than the reference and the full outfit differs, especially pants. Identity and studio background are mostly preserved, though pose/arms changed. Minor texture/pattern and hand issues, overall fairly realistic.",6.67,1845,453
dualuse_lp_plaid_overcoat_brown_suit+g029,VS,49,gpt-5.5,3,4,4,4,4,4,"Reference houndstooth blazer and white top are approximated, but cut is altered into a longer coat-like piece and reference pants/belt/accessories are not matched. Identity and studio setting are mostly preserved, with minor pose and garment-shape changes. Some pattern/seam oddities, but overall realistic.",6.42,1845,433
dualuse_navy_peacoat_onmodel+g030,VE,49,gpt-5.5,3,4,5,2,4,3,"Gold sequined collared top is broadly similar, but the cut/opening and styling are not exact and the white pleated lower garment is incorrectly blended into the original jeans. Identity and pose/background are mostly preserved. Major artifact at the waist/hips where garments merge; hands are mostly anatomically acceptable. Overall looks somewhat AI-generated.",7.49,2248,509
dualuse_lp_floral_kimono_set+g024,VS,49,gpt-5.5,2,4,4,2,3,3,"The sweater and blue pleated skirt are partially transferred, but the cut is wrong with oversized kimono-like sleeves, floral fabric remains, and the reference shoes are missing. Identity and background/pose are mostly preserved, though there are noticeable garment and lower-body artifacts.",8.46,2018,574
dualuse_lp_plaid_overcoat_brown_suit+g029,VEi,49,gpt-5.5,3,4,3,4,4,4,"Blazer pattern and white tee are close, but cut/length differs and reference black pants/belt are not reproduced. Face and body are mostly preserved, background is consistent, but arm pose changes. Minor texture and hand/jewelry artifacts; overall fairly realistic.",8.72,1845,527
dualuse_navy_peacoat_onmodel+g030,VS,49,gpt-5.5,2,4,5,2,3,3,"Gold sequin top is only loosely matched; cut/opening and styling differ, and the white pleated lower piece is incorrectly blended into the original jeans. Identity, pose, and background are mostly preserved, but there are visible clothing-blending artifacts and slightly simplified hands.",5.18,2248,349
dualuse_navy_peacoat_onmodel+g030,VEi,49,gpt-5.5,3,4,5,3,3,3,"Gold sequined shirt is recognizable but the cut/fit and texture are not exact, and an extra cream pleated lower piece is added. Identity and original pose/background are mostly preserved. Some AI artifacts appear around the waist, fabric edges, and simplified hands; overall realism is moderate.",5.25,2248,322
dualuse_scarlett_johansson_black_dress_backview_night+dualuse_woman_top_denim_skirt_nonceleb,VE,49,gpt-5.5,2,4,5,4,4,4,"Reference outfit is a sleeveless black top with teal denim skirt and sneakers; output uses a short-sleeve black top, denim bottom from the back, and keeps heels, so garment match is incomplete. Identity and original scene/pose are well preserved, with minor garment integration artifacts.",6.22,1555,348
dualuse_zendaya_white_blazer_skirt+dualuse_navy_peacoat_onmodel,VE,49,gpt-5.5,4,4,4,4,4,4,"Output captures the navy double-breasted coat, jeans, cuffs and boots fairly well, but omits the gray turtleneck and alters some fit details. Identity and background are largely preserved, with minor pose/body changes and slight hand/texture imperfections.",4.74,1786,319
dualuse_scarlett_johansson_black_dress_backview_night+dualuse_woman_top_denim_skirt_nonceleb,VEi,49,gpt-5.5,4,4,5,3,4,4,"Garment is close to the reference black top and denim mini skirt, though skirt color/details are not exact and a dark artifact remains between the legs. Identity, pose, and background are well preserved; image is mostly realistic with minor texture/seam issues.",6.11,1555,425
dualuse_scarlett_johansson_black_dress_backview_night+dualuse_woman_top_denim_skirt_nonceleb,VS,49,gpt-5.5,2,4,5,4,4,4,"Garment only partially matches: black top and denim bottom are present, but the reference is a sleeveless tank with a teal front-zip frayed denim skirt and sneakers, while the output has a short-sleeve black top, back-pocket denim mini/shorts appearance, and keeps heels. Identity and scene are largely preserved; minor texture/seam issues.",6.78,1555,381
dualuse_zendaya_white_blazer_skirt+dualuse_navy_peacoat_onmodel,VEi,49,gpt-5.5,3,5,4,4,4,5,"Garment captures the navy double-breasted coat, jeans and boots, but omits the gray turtleneck and the coat cut/fit is not exact. Identity, face, hair and background are well preserved; pose is mostly unchanged though lower body/feet differ. Minor hand/boot texture issues, overall realistic.",5.35,1786,362
dualuse_zendaya_white_blazer_skirt+dualuse_navy_peacoat_onmodel,VS,49,gpt-5.5,3,4,4,4,4,4,"Garment captures the navy double-breasted coat, jeans, cuffs, and black boots, but misses the gray turtleneck and some exact tailoring/details. Person and background remain very close to the original, with minor pose/body changes. Overall clean and realistic with acceptable hands.",5.3,1786,390
g004+g005,VEi,49,gpt-5.5,2,4,5,2,4,3,"Reference shirt and shorts are partially present, but the original olive trousers remain and merge with the shorts, creating unrealistic layering and seam artifacts. Face, hair, pose, and background are mostly unchanged; hands look mostly acceptable.",4.82,1845,287
g004+g005,VE,49,gpt-5.5,2,4,5,2,4,3,"Reference athletic shirt and shorts are partially transferred, but original olive pants and bag remain, creating an incorrect layered outfit. Identity and studio scene are mostly preserved, with some garment/seam artifacts reducing realism.",5.96,1845,351
g004+g005,VS,49,gpt-5.5,2,4,4,2,4,2,"Reference athletic tee/shorts are only partially transferred; original trousers and bag remain, creating an impossible layered outfit. Identity and studio pose/background are mostly preserved, but there are visible garment blending artifacts and reduced realism.",5.8,1845,352
g005+g014,VEi,49,gpt-5.5,3,4,5,4,4,4,"Blue spaghetti-strap dress is similar in color and general style, but the length is much shorter than the reference and the ruched bust/detailing are simplified. Identity, pose, and plain background are largely preserved; minor AI smoothing and slight hand/garment texture issues remain.",4.83,1903,311
g005+g014,VS,49,gpt-5.5,3,4,5,3,4,4,"Blue slip dress is broadly similar in color and neckline, but cut/length/hem differ and an unwanted FILA logo remains. Identity and original pose/background are mostly preserved; minor garment/artifact issues and slight hand imperfections.",4.5,1903,294
g005+g014,VE,49,gpt-5.5,3,4,5,3,4,4,"Blue slip dress is recognizable but shorter and less flowy than the reference, with missing bust ruching and an odd high-low hem. Face, pose, shoes, and plain studio background are largely preserved. Some unnatural neckline/chest and fabric/hem artifacts; hands are mostly normal.",5.6,1903,350
g014+g029,VEi,49,gpt-5.5,3,5,5,4,4,4,"Blazer and white top resemble the reference, but the black pants and belt are replaced by a matching houndstooth skirt, so the full garment is not exact. Identity, pose, and background are well preserved; minor pattern/seam artifacts and slightly artificial hand/detailing.",4.46,1845,335
g014+g029,VE,49,gpt-5.5,2,5,4,4,4,4,"Blazer pattern and white top are close, but the reference includes black pants/belt while the output invents a matching houndstooth skirt. Identity, pose, and plain studio background are mostly preserved; image is fairly clean and realistic with minor texture/pattern artificiality.",5.2,1845,339
g024+p002,VEi,49,gpt-5.5,1,5,5,5,4,5,"Generated image keeps the original outfit rather than the reference black T-shirt, black pants, and sneakers; identity, pose, and studio background are essentially unchanged and realistic.",3.23,2017,186
g024+p002,VS,49,gpt-5.5,2,5,5,4,4,4,"Only the black T-shirt resembles the reference; the output keeps the blue skirt and changes the shoes rather than matching the full black outfit. Identity, pose, and studio background are preserved. Minor hand/edge artifacts but overall realistic.",4.97,2017,366
g014+g029,VS,49,gpt-5.5,3,4,5,4,4,4,"Blazer and white top resemble the reference, but the generated outfit incorrectly changes the black pants/belt into a matching houndstooth skirt. Identity, pose, and background are mostly preserved; minor texture/pattern and hand imperfections remain.",5.24,1845,360
g024+p002,VE,49,gpt-5.5,2,5,5,4,4,4,"Black T-shirt is close to the reference top, but the reference full outfit includes black pants/shoes and styling that were not transferred; original blue skirt remains. Identity, pose, and studio background are preserved well, with minor hand/edge softness.",5.42,2017,314
g018+g024,VEi,49,gpt-5.5,3,4,4,4,4,4,"Garment is broadly similar with black striped sweater and blue pleated skirt, but stripe layout, sweater fit, skirt length, and missing visible shoes differ from reference. Identity and pose/background are mostly preserved; minor hand/texture imperfections but overall realistic.",5.88,2018,435
g018+g024,VS,49,gpt-5.5,4,4,3,3,3,4,"Garment is broadly the reference sweater and blue pleated skirt, but stripe layout/cut are not exact and shoes/accessories are absent due crop. Identity is close. Pose/arms changed from the original though background remains similar. Some AI softness and distorted stripe/hand details reduce cleanliness and realism.",5.99,2018,414
g018+g024,VE,49,gpt-5.5,4,4,3,4,3,4,"Reference sweater and blue pleated skirt are mostly reproduced, though skirt shade/shape and full outfit details are not exact. Identity is close, but pose and hand placement changed from the original; hands show slight finger distortion. Overall fairly realistic with minor artifacts.",6.83,2018,458
g027+p003,VE,49,gpt-5.5,4,4,3,3,3,4,"Reference burgundy sleeveless dress is largely matched in color and cut, though texture/fit and lower length are not exact. Identity is mostly preserved, but pose changes with one arm/hand brought forward. Background remains plain white. Some texture and edge artifacts are visible, and the visible hand is somewhat awkward.",7.53,1470,445
g027+p003,VS,49,gpt-5.5,3,3,3,3,2,3,"Dress color and general sleeveless maxi cut are similar, but the output incorrectly retains the Ramones graphic from the original shirt. Face and hair resemble image 1, but body shape and arm/hand pose are changed. Background is mostly unchanged, though pose differs. Some artifacts are visible around hands, feet, and garment texture.",6.62,1470,457
g029+p004,VEi,49,gpt-5.5,1,4,5,4,4,4,"Reference is a white men's henley/T-shirt, but output shows a light blue notched top under the original blazer, so garment color and cut are wrong. Person, pose, and background largely match image 1; minor AI oddness around neckline/shirt texture.",6.55,1671,424
p001+p014,VE,49,gpt-5.5,4,4,5,4,4,4,"White crewneck T-shirt is transferred well, though fit/drape and wrinkles differ from the reference. Identity, pose, and studio background are largely preserved with minor smoothing/artifact issues.",6.12,1555,399
g027+p003,VEi,49,gpt-5.5,4,3,3,4,4,4,"Garment is close in burgundy color and sleeveless empire-waist dress style, though neckline/fit and full length are not perfectly matched. Face and hair mostly match, but body shape and visible arm details changed. White background remains, but arm/hand pose changed. Mostly clean with minor unnatural fit/texture issues; visible hand is acceptable but slightly awkward.",9.19,1470,560
p001+p014,VEi,49,gpt-5.5,4,4,5,4,4,4,"Plain white crew-neck T-shirt is well transferred, though fit/texture differ from the reference. Person, pose, jeans, barefoot stance and studio background are largely preserved. Minor smoothing/artifacting in fabric and hands.",6.12,1555,388
g029+p004,VE,49,gpt-5.5,1,5,5,4,4,5,"Output matches the first image closely, but the garment does not match the second reference garment, which appears to be a simple white shirt rather than the blazer outfit.",7.89,1671,584
p001+p014,VS,49,gpt-5.5,4,4,5,4,4,4,"Plain white crew-neck T-shirt is close to the reference, though the fit/crop differs slightly. Identity, pose, and studio scene are mostly preserved; minor smoothing/artifacting in face, fabric, and hands.",6.16,1555,435
g029+p004,VS,49,gpt-5.5,2,5,5,4,4,4,"The output preserves the original person and pose/background, but it does not match the reference garment: the reference is a plain white short-sleeve shirt, while the output keeps the houndstooth blazer and a different shirt neckline. Image is mostly clean and realistic with only minor texture/hand imperfections.",11.34,1671,839
p003+p026,VS,49,gpt-5.5,3,4,4,4,4,4,"Outfit broadly matches the black tracksuit with red/green stripes, but details like the shoes, bag, exact stripe placement, and overall cut are not exact. Identity and background are mostly preserved; minor AI smoothness and detail issues remain.",5.76,1613,382
p011+p016,VE,49,gpt-5.5,4,4,5,4,4,4,"Garment color and sleeveless flared cut largely match the reference, including the white hem, though it is cropped and simplified. Identity and pose/background are mostly preserved; minor smoothness/artifact issues in fabric and hands.",5.84,1555,425
p003+p026,VEi,49,gpt-5.5,3,4,3,4,4,4,"Tracksuit color and stripe concept match, but cut/details differ and reference accessories/shoes are missing. Identity is mostly preserved, though body/stance change somewhat. Background is largely unchanged but pose and phone/feet differ. Overall fairly clean and realistic with minor AI texture/hand issues.",6.49,1613,426
p003+p026,VE,49,gpt-5.5,3,4,4,4,4,4,"Outfit captures the black tracksuit with red/green striping, but shoes and bag/accessories are not exact and some garment details differ. Identity and background are mostly preserved with minor pose/body and artifact issues.",6.89,1613,452
p011+p016,VS,49,gpt-5.5,4,4,5,4,4,3,"The pale yellow sleeveless dress with flared skirt and white layered hem is close to the reference, though the cut/neckline and proportions are not exact. Face, beard, glasses and pose are mostly preserved from the original, with a studio background unchanged. Some skin smoothing and AI-like texture reduce realism.",5.93,1555,406
p011+p024,VE,49,gpt-5.5,3,4,5,4,4,4,"The gray layered outfit resembles the reference but is cleaner/newer, not exact in texture/cut, and the original yellow hat/glasses remain. Identity, pose, and studio background are mostly preserved with minor AI smoothness.",5.71,1555,422
p011+p016,VEi,49,gpt-5.5,4,4,5,4,4,4,"Dress color and layered hem are close to the reference, though proportions/details are simplified and accessories from the original remain. Identity, pose, and studio background are mostly preserved; minor AI smoothness and slight hand/arm oddities.",7.82,1555,539
p011+p024,VS,49,gpt-5.5,2,4,5,3,3,3,"Reference gray layered outfit is only partially captured; color/striping are approximate but cut, wear, pants, and overall styling differ, and original hat/glasses remain. Identity, pose, and plain background are mostly preserved. Some smoothing and minor hand/anatomy artifacts reduce cleanliness and realism.",5.43,1555,349
p011+p024,VEi,49,gpt-5.5,2,4,5,3,4,4,"Output roughly adopts a gray striped shirt and gray trousers from the reference, but the garment is not exact: missing the layered/open worn look, fabric texture and cut differ, and original hat/glasses remain. Identity, pose, and plain studio background are mostly preserved. There are visible shirt/placket artifacts and odd translucency on the chest, while hands are mostly anatomically acceptable.",6.61,1555,462
p013+dualuse_scarlett_johansson_black_dress_backview_night,VEi,49,gpt-5.5,2,4,4,3,5,4,"Black strapless garment color/style is partially matched, but the reference is a full fitted dress with visible back zipper/slit and overall cut not represented. Identity, hat, pose, and plain background are mostly preserved. Some odd black cuff/seam artifacts on the forearms and slightly AI-smoothed skin reduce cleanliness and realism; hands are not visible.",5.72,1555,388
p013+dualuse_scarlett_johansson_black_dress_backview_night,VE,49,gpt-5.5,2,4,5,4,4,4,"Black color and ribbed texture are approximated, but the reference garment's cut/details are not exact; pose/background and identity are mostly preserved with minor AI smoothing.",6.06,1555,362
p015+dualuse_zendaya_white_blazer_skirt,VE,49,gpt-5.5,2,5,5,4,4,4,"White color and lapels are similar, but the reference is a cropped blazer with matching long skirt/wrap waist; generated garment becomes a full white jacket/robe and omits key cut and lower-piece details. Identity, pose, and background are well preserved; minor seam/hand imperfections.",5.39,1555,349
p013+dualuse_scarlett_johansson_black_dress_backview_night,VS,49,gpt-5.5,2,4,5,4,4,4,"Black color is retained, but the reference dress cut/details are not accurately reproduced; identity and original pose/background are mostly preserved with minor AI smoothness/artifact issues.",6.03,1555,414
p015+dualuse_zendaya_white_blazer_skirt,VS,49,gpt-5.5,2,5,5,4,4,4,"Garment captures a white blazer feel but misses the reference's cropped cut, skirt/wrap, exact structure and styling. Identity, pose, and background are largely preserved; minor hand/texture issues but overall realistic.",4.0,1555,250
p015+dualuse_zendaya_white_blazer_skirt,VEi,49,gpt-5.5,2,5,5,4,3,4,"White blazer color is close, but the reference is a cropped blazer with matching wrap skirt; the output only captures a simplified blazer and misses the full cut/pieces. Identity, pose, and background are well preserved. Minor hand/finger distortion and slight texture simplification.",5.6,1555,332
p015+p016,VE,49,gpt-5.5,2,5,5,4,4,4,"Reference is a pale yellow sleeveless short dress with ruffled hem and shoes, but output becomes a loose pale yellow short-sleeve top only. Person, pose, and background are well preserved; minor seam/jewelry/hand imperfections but generally realistic.",4.88,1555,343
p015+p016,VS,49,gpt-5.5,2,4,5,4,4,4,"Garment color is close but the reference short sleeveless dress is not faithfully reproduced in cut or full styling; it becomes a simplified yellow tank/tunic. Identity and scene are mostly preserved. Minor texture/edge issues and slight hand/finger awkwardness, but overall photographic.",5.09,1555,310
p019+dualuse_gal_gadot_blue_dress_redcarpet,VE,49,gpt-5.5,2,4,5,3,4,3,"Blue asymmetric dress is only partially captured and lacks key reference details like the waist cutout, skirt, and slit; beige original coat collar remains. Identity and pose/background are mostly preserved, with minor artifacts and slightly odd garment integration.",5.29,1469,345
p019+dualuse_gal_gadot_blue_dress_redcarpet,VS,49,gpt-5.5,2,4,5,2,3,3,"Blue color and asymmetry partially match the reference, but the dress cut, cutout, slit/skirt, and overall structure are not reproduced; beige collar/sleeves from the original remain. Identity and pose/background are mostly preserved, but there are visible AI artifacts and a smooth rendered look.",5.5,1469,359
p015+p016,VEi,49,gpt-5.5,1,5,5,4,4,5,"Output only matches the reference garment's pale yellow color; the cut and pieces are completely different from the sleeveless short dress. Person, pose, and background are well preserved, with minor hand/texture imperfections.",5.68,1555,312
p018+dualuse_lp_navy_quarterzip_knit_LOWRES,VEi,49,gpt-5.5,4,4,4,4,3,4,"Reference outfit is mostly transferred, including navy ribbed quarter-zip sweater, gray trousers, and brown bag, but the underlayer/collar details and bag placement are not exact. Person and scene are largely preserved. Visible hand is somewhat distorted and oversized, with mild AI texture artifacts.",5.98,1613,342
p018+dualuse_lp_navy_quarterzip_knit_LOWRES,VS,49,gpt-5.5,3,5,5,4,4,4,"Navy zip sweater is broadly similar but lacks exact cable pattern/underlayer and full reference styling; trousers/bag/shoes are not fully matched or visible. Identity, pose, and background are well preserved with minor texture/hand softness.",6.01,1613,395
p019+dualuse_gal_gadot_blue_dress_redcarpet,VEi,49,gpt-5.5,2,4,4,2,2,3,"The output keeps the original woman's face, hair, pose, and plain background fairly well, but the reference gown is not faithfully transferred: the one-shoulder cut, waist cutout, skirt, and thigh slit are missing, and the original high beige collar/arms remain blended into the result. There are noticeable garment/skin blending artifacts around the neck, shoulders, and crossed arms, with hands mostly obscured and anatomically unclear.",6.11,1469,378
p018+dualuse_lp_navy_quarterzip_knit_LOWRES,VE,49,gpt-5.5,4,4,4,3,3,4,"Reference outfit is mostly transferred: navy cable quarter-zip, gray trousers and brown bag, though some pieces/details are partially hidden or imperfect. Identity and outdoor scene are largely preserved. Minor artifacts around the bag/hand and clothing edges; visible hand looks somewhat unnatural.",6.48,1613,422
p020+dualuse_navy_peacoat_onmodel,VEi,49,gpt-5.5,2,4,5,4,4,4,"Generated result preserves the original man, pose, and market background well, but the garment only approximates a dark coat and misses key reference details such as the visible gray turtleneck, double-breasted button layout, jeans, and boots. Image is mostly clean and realistic with acceptable hand anatomy.",4.69,2018,303
p020+dualuse_navy_peacoat_onmodel,VE,49,gpt-5.5,3,5,5,4,4,4,"Dark coat roughly matches the navy overcoat and collar but lacks visible double-breasted buttons and full reference outfit details. Person, pose, and market background are well preserved; minor texture/seam darkness but overall realistic.",5.26,2018,317
p020+dualuse_navy_peacoat_onmodel,VS,49,gpt-5.5,2,4,5,4,4,4,"Scene and pose are preserved and the person remains recognizable. The garment is only a rough dark coat/turtleneck approximation; key reference details like the double-breasted buttons, exact cut, full outfit, and visible lower pieces are missing or obscured.",5.07,2018,342
p025+dualuse_zendaya_white_blazer_skirt,VEi,49,gpt-5.5,2,4,4,3,2,4,"White cropped blazer is similar, but the reference includes a long white skirt/wrap bottom while the output has a short mini skirt and simplified details. Identity, pose, and background are mostly preserved. Visible hand/fingers are poorly defined and there are minor AI texture/seam issues, though overall it remains fairly photographic.",5.06,1671,332
p020+p021,VE,49,gpt-5.5,3,4,5,4,4,4,"Mustard knit top and light jeans are approximated, but the cardigan cut/details and full reference outfit are not exactly preserved. Identity, pose, and market background remain largely unchanged; minor texture/seam artifacts but overall realistic.",6.23,1816,388
p020+p021,VEi,49,gpt-5.5,3,4,5,4,4,4,"Mustard knit sweater and light jeans are approximated, but the sweater cut/details differ from the reference and not all outfit pieces are visible. Person, pose, and market background are largely preserved; minor texture/hand imperfections but overall realistic.",6.07,1816,353
p025+dualuse_zendaya_white_blazer_skirt,VE,49,gpt-5.5,2,4,5,3,3,4,"White blazer style is partially transferred, but the reference's long white skirt/wrap silhouette is replaced by pants and original boots remain. Identity, pose, and background are mostly preserved; some clothing and hand details look slightly artificial.",6.29,1671,452
p020+p021,VS,49,gpt-5.5,3,4,5,4,3,4,"Garment captures the mustard/orange knit feel and some light jeans but the cut, texture, and exact styling are not fully faithful to the reference. Identity and original scene are largely preserved. Visible hand is somewhat unclear/merged, and the result has mild AI smoothing/rendering artifacts.",6.92,1816,485
p025+dualuse_zendaya_white_blazer_skirt,VS,49,gpt-5.5,2,4,4,3,2,3,"White cropped blazer is somewhat similar, but the reference includes a long white wrap skirt while the result has a short skirt/peplum, so the outfit is not accurately transferred. Identity and setting are mostly preserved, with some smoothing and an unnatural visible hand.",5.84,1671,362
p026+g013,VE,49,gpt-5.5,4,4,5,4,3,4,"Dress is a close match in color, print bands and cut, though not perfectly exact. Person, pose and outdoor background are largely preserved. Some minor texture/edge artifacts and the visible fingers look slightly distorted, but overall it reads fairly photographic.",5.99,1671,397
p028+g015,VEi,49,gpt-5.5,2,5,5,4,4,4,"Dark slip-style garment is only partially matched; color is close but fabric sheen, thin spaghetti straps, and full long cut are not accurately reproduced. Identity, pose, and background are well preserved, with minor smoothing/artifact issues around skin and hands.",5.94,1671,380
p026+g013,VS,49,gpt-5.5,4,4,4,3,4,4,"Dress cut and overall floral banded look are close to the reference, but print placement/details and colors are not exact. Identity, pose, and outdoor background are mostly preserved. Some artifacts appear around the sandals/feet and dress hem, though hands are mostly plausible.",6.46,1671,424
p028+g015,VE,49,gpt-5.5,2,5,5,4,4,4,"Output keeps the original person, pose, and plain studio background well. The garment is only partially similar: dark sleeveless dress, but it lacks the reference's thin spaghetti straps, satin sheen, loose long maxi drape, and visible full length. Minor smoothing/artifacting around fabric and hands, but overall realistic.",6.18,1671,341
p026+g013,VEi,49,gpt-5.5,4,4,4,4,3,4,"Garment is a close match in color, floral banding, length and short-sleeve cut, though pattern/cut details are not exact. Person, pose and outdoor scene are mostly preserved. Minor artifacts appear in hand/finger definition, footwear, and fabric edges, but overall it reads fairly realistic.",7.58,1671,425
p028+g015,VS,49,gpt-5.5,2,4,4,3,2,3,"Reference is a dark satin spaghetti-strap maxi slip dress, but result is more like a black wide-strap sleeveless dress with little satin sheen and the length/cut not visible. Person and pose are mostly preserved, background unchanged, but hands are merged/awkward and skin/dress textures look AI-smoothed.",6.08,1671,375
p030+dualuse_queen_latifah_gown_stage,VE,49,gpt-5.5,3,4,5,4,4,4,"Overall garment concept matches the tan embroidered robe over black shirt, but details, cut, and print placement are not exact. Identity and pose/background are well preserved; minor wrist/garment distortions and slightly imperfect hand anatomy.",7.29,1555,465
p030+g024,VS,49,gpt-5.5,2,4,5,2,4,3,"Reference outfit colors and stripes are partially present, but the sweater cut is wrong and the blue pleated skirt is incorrectly placed up over the torso. Identity and original pose/background are mostly preserved. There are notable garment construction artifacts and unrealistic seams, though hands look mostly anatomically plausible.",4.5,1786,258
p030+dualuse_queen_latifah_gown_stage,VS,49,gpt-5.5,3,2,4,1,3,2,"Garment is roughly similar in tan robe/black underlayer and embroidery, but not exact and badly distorted. Original face is partially retained, but hair/top of head and neck are missing/occluded unnaturally. Pose/background mostly match. Major headless/garment-seam artifacts hurt cleanliness and realism; visible hands are somewhat plausible but imperfect.",6.99,1555,459
p030+g024,VEi,49,gpt-5.5,2,4,5,3,4,4,"Pose and background are preserved and the person remains recognizable. The output captures the navy striped sweater and blue pleated skirt idea, but the cut is significantly altered with a turtleneck-like collar, distorted sweater/skirt placement, and incomplete lower garment due to the crop. Some fabric seams and stripe areas look unnatural, though hands and overall photo realism are mostly acceptable.",5.71,1786,375
p030+dualuse_queen_latifah_gown_stage,VEi,49,gpt-5.5,4,4,5,4,4,4,"Garment broadly matches the tan embroidered robe over black outfit, but details of the print, collar, closure, and inner garment are not exact. Identity and pose/background are mostly preserved. Minor AI smoothing and wrist/hand irregularities, but overall photo-like.",8.21,1555,518
p030+g024,VE,49,gpt-5.5,3,5,5,3,4,3,"Reference colors and striped sweater/blue pleated skirt are partly captured, but the sweater cut/collar and skirt placement are inaccurate and the full outfit is not visible. Identity, pose, and background are well preserved; some garment compositing artifacts reduce realism.",6.39,1786,410
dualuse_emma_watson_black_blazer_armscrossed+dualuse_scarlett_johansson_black_dress_backview_night,VE,50,gpt-5.5,2,4,5,4,4,4,"The black ribbed look is partially captured, but the generated garment changes key details: it is front-facing with a front zipper, visible straps, no back slit or rear zipper, and the overall cut differs from the reference. Identity, pose, and plain studio background are mostly preserved. Minor AI smoothness/artifacting around arms and garment edges, with hands mostly acceptable.",7.62,1613,431
dualuse_emma_watson_black_blazer_armscrossed+dualuse_scarlett_johansson_black_dress_backview_night,VEi,50,gpt-5.5,3,4,5,4,4,4,"Black strapless ribbed dress is approximated and pose/background are preserved, but reference back details like zipper/slit and full cut are not represented; minor jewelry/hand and texture artifacts.",7.66,1613,422
